amplicon	LWR	fract	aLWR	afract	taxopath	TAX1	TAX2	TAX3	TAX4	TAX5	TAX6
0ec2eb549f8e71039b63b0fa3fb3306c55ad7238;size=151	0.9147	0.9185	0.9233	0.9271	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
596edad93f5786771ba20e3b991088fd2a2c78ab;size=3302	0.921	0.921	0.921	0.921	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Freshwater environmental sequence
681bea05447f974864b9e46aaa75c551615169de;size=117	0.6883	0.6884	0.6883	0.6884	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Freshwater environmental sequence
705110f932b7d6d8945ced9131abb6a1b14d9ccc;size=30	0.917	0.9227	0.9171	0.9228	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
dd76bb6007410db9d3af79bf82ff1d3602946f40;size=22	0.7453	0.7492	0.933	0.938	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
00c8fbe36ccdba78ef480afe40aa47857f981b0c;size=27	0.6022	0.6023	0.6022	0.6023	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Freshwater environmental sequence
4b5a9801f53806aeb48a2131febafc5152acd09a;size=478	0.7358	0.7476	0.9842	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3a8cd201bb3d9cc04b8bb8c75ed5c6b6103ef4fd;size=73	0.807	0.9345	0.841	0.9738	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3c2cc1910b8d262d2fad921aaba234075fffea07;size=94	0.6322	0.636	0.994	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3bf5ccfee640e87f9ba616a8264ad38b047a0301;size=58	0.9183	0.9256	0.9184	0.9257	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
198c134bcc80a7c7c447752884bc7b4c4c9a5ce9;size=114	0.8124	0.8124	0.8124	0.8124	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
c6c4cce4af5607c7f99479eea52ed5759c3ee8c1;size=31	0.9004	0.9004	0.9004	0.9004	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
08e580177dd453f7a6d17256d165cc65e65d03c7;size=24	0.897	0.897	0.897	0.897	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
a9fe0a3b874fc191590e9412490ae12b01755754;size=15	0.7906	0.7906	0.7906	0.7906	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
10ffcb04d7d1c58ef4677d89c3674c7946fcb47f;size=36	0.8338	0.8338	0.8338	0.8338	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
58ce853cc516637e67fbe7d1e22439282a27ffef;size=14	0.8707	0.8707	0.8707	0.8707	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
6eb13efa3adbe2b8f167abe4cc3f0670e9a76095;size=91	0.7789	0.8266	0.928	0.9848	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
6125310710798cd51cdbcee4e380f88472b35d2a;size=18	0.9533	0.9533	0.9533	0.9533	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
f5e3e409e89c04467d2eefc1bcfd495a3e1d2ed2;size=13	0.9121	0.9121	0.9121	0.9121	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
a8d3ebae4201cc571439e0a3a616a89fea6c48ae;size=85	0.7291	0.7291	0.7291	0.7291	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
ae4c596509e5cfdee9e8e3d2badfc9098b37fb62;size=22	0.8716	0.8716	0.8716	0.8716	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
e49af8e8fab462afb40041196625b8894d95a523;size=95	0.9008	0.9008	0.9008	0.9008	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
110651095ff013f0db79db8baa8d8f36e1443dc9;size=199	0.6383	0.6433	0.9923	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
da854475c0fef953d787474e4de848fadfb6485d;size=482	0.7937	0.8785	0.8844	0.9789	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
cb40839bb60befdd6a4516c1442d9249d9316bc0;size=10	0.5841	0.7529	0.7506	0.9676	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f6cd03982982f8bd839b93fe2dadbbffa628aaa9;size=18	0.9496	0.9702	0.9553	0.976	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
7334d38ad86a09f59380013f437ff54870bf32e7;size=361	0.6441	0.6441	0.6441	0.6441	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
66c78cb7567bacbc95d8d824d258d0d3c5b7358d;size=229	0.6727	0.6727	0.6727	0.6727	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
a1639bc827c16abf3adf8ead884d9c608e99b5bc;size=14	0.5655	0.5655	1	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
5f7054b31be6fdac0d5f61baf18aca1c8f157516;size=24	0.7582	0.7624	0.9922	0.9978	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
8cc17380a583ae8c93fa524c57dc81388f2794b9;size=11598	0.9986	0.9986	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
c6692b88f8d7a0d74cc4ede726cf5e24a650ce20;size=56	0.9827	0.9836	0.9872	0.9882	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
04fd0c8410393203cb37441b060bec5cf3e21aab;size=124	0.5982	0.6089	0.9529	0.9699	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
1554b3309635c73d69d77c1a7a1c08e75f1bd5b1;size=26	0.9769	0.9946	0.977	0.9946	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
60797f33c21a6e5510c3d44091121e1b46a8072e;size=947	0.9802	0.9867	0.9803	0.9868	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
ee1feb8bcf56fcda0911664916c8f3bef92d8772;size=13	0.8169	0.8251	0.8169	0.8251	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
faed23b3f087fa844d8cd07796335992dfe7b354;size=222	0.9814	0.9814	0.9814	0.9814	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
66f0f0338da6c751dc6be9345b8e2f4fafad0c0a;size=4191	0.9991	1	0.9991	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
92b7fa8fc22121d039f5ad35141b27908f7891ae;size=1278	0.9881	1	0.9881	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
c7e693d701a3ae65863051bdfe7be0d55a3cf588;size=104	0.9884	1	0.9884	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
d34fde5a692d783b92f5ddf35c090ef304276398;size=12	0.9969	1	0.9969	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
32c715ebd537859a9e6db47fde208032bb16a098;size=639	0.9999	1	0.9999	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
270402f272e0233ccc0bd6959fa83e607b7c0823;size=19	0.9994	0.9994	0.9994	0.9994	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
39755969ed9195621183a51c7c50f052321d8f3c;size=21	0.9961	0.9961	0.9961	0.9961	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
4ca4c7007e0336c9db112c69d3ca11fae4738dbb;size=73	0.9999	1	0.9999	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
96b9b58a97f059e1cf43818f77b03e3a2de0dfc3;size=120	0.9998	1	0.9998	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
990de111b17e2db942c30625f8f740a1661878c6;size=108	0.9743	0.984	0.9766	0.9864	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
eedd340b7cd6135664e0354916b8ffcdd4a520e1;size=13	0.9993	0.9993	0.9993	0.9993	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
4558d8086f93b4a8541acbc38ddeae3f824a4b22;size=71	0.9385	0.9454	0.9385	0.9454	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
d6c08c2a03cc3435ef61a8e554429ef5b89aa309;size=368	0.9768	0.9768	0.9768	0.9768	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
f67c19f1d15ed53a791a50b984cf439233b6b14f;size=47	0.9807	1	0.9807	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
1c12897d90a1e4dcde9e47412b4a67cafc28f0e2;size=24	0.9927	1	0.9927	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
ee18643b38b34a04069064f88ceec977e7856bb1;size=16	0.8109	0.8112	0.8109	0.8112	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
a07940f1adf42308138e2abdcf3b51bf8373411c;size=12	0.8034	0.815	0.8034	0.815	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
568d4c8e2e4dde99d3c50188af2fd22bc59cea87;size=285	0.8979	0.8981	0.8979	0.8981	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
8c0d335f0e718eebadd45a693dec3885fb451c66;size=14	0.9577	0.9577	0.9577	0.9577	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
b9e586ab943b7062b882b4add124f6f415f50214;size=18	0.9336	0.9343	0.9336	0.9343	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
262b3cb7a780bc012e2009d5a7025f6bd681b89a;size=212	0.6962	0.7012	0.9929	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
6d424f3d421b2988dad5deef89696933b16af891;size=23	0.7725	0.7725	0.7725	0.7725	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
77ff527b9df77576171dcfbdd71fe6388d239fa8;size=21	0.8302	0.8302	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
59629e22d1444afa7fe054ef8c62c1d59d2a3188;size=858	0.8551	0.8564	0.8551	0.8564	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
74aa4707f21c8034d852b8de20238a489820c642;size=50	0.9638	0.9727	0.9638	0.9728	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
98fd5455c21cf5d505d7ea01cecb432de3879268;size=99	0.4656	0.4656	0.9997	0.9997	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
973f8a877b804b36b8827269320cab8c71466fcc;size=124	0.8811	0.8936	0.9859	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
8d33c042be74c50f55697748b307b2a653341cd2;size=21	0.8986	0.8986	0.9982	0.9983	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
b70150b759f710b63dbb06abe93efff0480171b2;size=53	0.7627	0.7728	0.9795	0.9924	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
ee44d7cb4fa38e0c7a499ff9d82bdc36e2823e28;size=642	0.8611	0.8763	0.9793	0.9965	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
83a436ab9b207ce9bd41e1652bb7d9df9bbc3604;size=2101	0.9855	0.9932	0.9855	0.9932	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
6dedb08ad898c0713d912b42d2642c5fd6f2249e;size=38	0.7791	0.7882	0.9834	0.9948	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3be993a1437ae7983f216b25486bb32543cb1424;size=138	0.8527	0.9083	0.916	0.9757	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
981fcab10be269af1c80a4c4b5c0aab8732f25ec;size=17	0.9947	0.995	0.9967	0.997	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
9d7dc7c4ec68fb677a7f03f394f50ffce55f5a06;size=93	0.82	0.8227	0.9967	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
024333252de1e149800942222080eaeedf29cbcd;size=13	0.837	0.9163	0.8936	0.9782	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0b72bb52f00ba02b8f237e8b4c5b7d059c83aead;size=101	0.8277	0.8359	0.9901	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
5095e1f24d85af0fe3bc1956bf3e38e69844d1ac;size=53	0.923	0.923	0.9993	0.9993	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
1d4820b0bdc291f0bbecb0c0da2546d655639028;size=28	0.7131	0.7391	0.9482	0.9828	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
c19777208778ade747480c31bee705b274587e8e;size=117	0.8339	0.8446	0.986	0.9986	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
e8d6ef840a9184c042f7a9adb192c40036fd1d81;size=179	0.6687	0.6702	0.9976	0.9998	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
43b377e04b0a89dcec33b348745ca7841ef6c3bc;size=13	0.8185	0.8188	0.9862	0.9865	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
4add74b68a6073f474873ae18c66937e0e3ba9df;size=28	0.9915	0.9915	0.9995	0.9995	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
6ee35abe034d0273d2d5a79083442a92f7a63363;size=41	0.957	0.957	0.9931	0.9931	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
7c8dbe02f1943f230c229c154aa5e4fccec96303;size=10	0.8338	0.8392	0.9216	0.9276	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
a54bd3d51a9c9885578c71f3be1228bf48379f5e;size=579	0.8719	0.881	0.9321	0.9418	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
00447f65b530983a7265313032e293cf6619e27c;size=33	0.9127	0.9131	0.9978	0.9983	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
d20273b6a29d31007d26b94ee5c8917075a9b961;size=1012	0.8378	0.8419	0.9485	0.9531	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
c4da0aeba4e81f27510709bb77faa5af07460a32;size=384	0.9069	0.9069	0.9549	0.9549	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
004a36f8c51bc6347ac32c840195fb799bb9e743;size=23	0.9222	0.9229	0.9709	0.9716	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
218d078967db5d61844d641f148d6b538cc921e1;size=411	0.9524	0.9524	0.995	0.995	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
cd2aeea9f461cfaa78d08a3f6cc1918680eac6c3;size=51	0.8049	0.8093	0.9575	0.9627	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
ae62962bed6a9c2032406feb9db9046c42034c16;size=24	0.996	1	0.9961	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
3d7536d444c231af99f97c5cf08501e5adde83fd;size=93	0.9226	0.9226	0.9988	0.9988	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
74738ba1073c8b78e6554c57cdc1535f933f28d6;size=38	0.8831	0.8836	0.9977	0.9983	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
f5e22f2fc300ba54acf73613549cc4c73015e8d5;size=28	0.9065	0.932	0.9065	0.932	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
55287a366b5a34bc615154c0805b2ffa3596d1cc;size=36	0.9445	0.9517	0.9446	0.9518	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
6581085ffd7a26bb7e2d2c22412953241df8ed16;size=69	0.6862	0.6886	0.9743	0.9775	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
ca70c38ecd3893a6e568d670bfce1009e1fb6427;size=12	0.9417	0.948	0.9417	0.948	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
f3a45e410678e75d3c227feba4f921459bcb319a;size=91	0.974	0.974	0.9741	0.9741	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
9039887731f5ab2d14df3550b4d1f2012b5a86aa;size=479	0.8025	0.8037	0.9858	0.9873	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
13ffb3b896359cc8009fd6ea8a9a2a096c698c0d;size=64	0.9196	0.9247	0.9196	0.9247	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
4f84c2c0855c15ae005994561c826af44be085cf;size=35	0.9393	0.9452	0.9393	0.9452	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
c2776454c75cd29667467c94f9163729a15da28c;size=16	0.9907	0.9907	0.9907	0.9907	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
ec48f816420354ee853f6c6065e158ba544e6b54;size=12	0.6935	0.6935	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
c52dd491a6e845e8f3a906cabe14d3a1a0e2776a;size=10	0.9139	0.9229	0.9139	0.9229	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
a9d2478310dbd750b08ba7bf746a8b3f46e103d5;size=82	0.8864	0.8887	0.9963	0.9989	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
dccbef96744f6541a173d9e9e43cc7f9149f1c29;size=18	0.9836	0.9837	0.9836	0.9837	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
c7e08f2f9d0aa65cbbd7e6792da8c22a73ebdcb7;size=82502	0.7091	0.7091	0.7091	0.7091	Eukaryota;SAR;Alveolata;Perkinsea;PERK02;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	Freshwater environmental sequence
abd0368501db5d22a436a4329ecffceaf47d02d6;size=19	0.9542	0.9565	0.9543	0.9566	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
a5a642dd4be171e7cc3861d8cf2f2e3f813a5923;size=25	0.9905	0.9909	0.9905	0.9909	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
f289f695c54a40c424438a76d9bad86f5694ece6;size=55	0.9535	0.9535	0.9535	0.9535	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
8662c431bcebcaca7f8a4efc28ff1aaa2a5157b1;size=10	0.962	0.962	0.962	0.962	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
de501251b7583fefee3a8914cf05a367d6c5cc24;size=284	0.9589	0.9589	0.9589	0.9589	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
1fd9f771f04384a259f4737e0af54d0e0df775aa;size=39	0.8114	0.8118	0.9994	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
6b07d4e72f1293e0b304f262a1528ba58f2682ab;size=86	0.9693	0.9695	0.9693	0.9695	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
d289d93351ac9795ee61019c15a4c84c60080e75;size=11	0.6123	0.6123	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
838878142febb587944f86e112158a56f1c252cb;size=263	0.7277	0.7277	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
a881de4217a1e10ecc51d08cc88f0ed1d9fce926;size=342	0.5829	0.5829	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
99f2ac44538a97d9459ce1202ee2b746f9076cbe;size=12	0.7547	0.7548	0.9998	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
